Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.1	-	SM_V10_1	.	14996	15674	8.828125	1.657886	2.992628
STRG.2	-	SM_V10_1	.	19041	19394	10.944787	2.055387	3.710152
Smp_329140	-	SM_V10_1	-	68427	68783	0.000000	0.000000	0.000000
Smp_315690	-	SM_V10_1	-	83503	131262	15.901892	3.134547	5.658130
Smp_317470	-	SM_V10_1	+	216287	251096	10.431867	3.082304	5.563826
Smp_318880	-	SM_V10_1	+	261046	277059	0.018097	0.003402	0.006141
Smp_319020	Smp_319020	SM_V10_1	-	284128	285188	0.000679	0.000128	0.000230
Smp_349630	Smp_349630	SM_V10_1	-	404133	411056	0.842732	0.158262	0.285676
Smp_349560	Smp_349560	SM_V10_1	+	462919	472249	0.973068	0.182738	0.329858
Smp_179970	Smp_179970	SM_V10_1	+	617998	625946	2.970389	0.557827	1.006926
Smp_173350	Smp_173350	SM_V10_1	+	705699	713638	3.694601	0.693835	1.252432
Smp_317840	-	SM_V10_1	+	738870	742215	0.099688	0.018725	0.033799
Smp_165590	-	SM_V10_1	-	1046763	1049597	1.734642	0.325759	0.588023
Smp_165600	-	SM_V10_1	-	1095654	1099463	0.006685	0.001255	0.002266
Smp_319240	-	SM_V10_1	-	1210372	1214751	1.033484	0.194084	0.350339
Smp_319340	-	SM_V10_1	+	1237156	1270054	15.091679	2.857578	5.158175
Smp_350240	Smp_350240	SM_V10_1	+	1348402	1355721	0.134154	0.025194	0.045477
Smp_243170	Smp_243170	SM_V10_1	-	1437906	1467383	94.770187	17.797457	32.125954
Smp_199340	Smp_199340	SM_V10_1	+	1476492	1488843	7.760665	1.457422	2.630772
Smp_180260	-	SM_V10_1	-	1770887	1791588	0.035288	0.006627	0.011962
Smp_311250	-	SM_V10_1	+	1806072	1815504	0.416235	0.078167	0.141099
Smp_349570	Smp_349570	SM_V10_1	+	1919469	1927421	0.000477	0.000090	0.000162
Smp_242000	-	SM_V10_1	+	2036589	2036723	0.000475	0.000089	0.000161
Smp_078490	-	SM_V10_1	+	2040271	2042090	0.000475	0.000089	0.000161
Smp_164480	-	SM_V10_1	-	2060458	2061423	19.971451	3.750564	6.770094
Smp_350510	Smp_350510	SM_V10_1	+	2096696	2105037	0.000580	0.000109	0.000197
Smp_201260	Smp_201260	SM_V10_1	+	2099947	2100222	0.000580	0.000109	0.000197
Smp_099150	-	SM_V10_1	-	2169363	2175657	1006.722473	189.058411	341.266846
Smp_099160	-	SM_V10_1	+	2193641	2196693	1349.305298	253.394058	457.398315
Smp_099210	-	SM_V10_1	-	2207872	2223287	1.045293	0.196302	0.354342
Smp_176600	-	SM_V10_1	+	2223386	2268742	97.696632	18.347031	33.117985
Smp_099170	-	SM_V10_1	-	2275135	2281557	78.194725	14.684652	26.507071
Smp_346460	-	SM_V10_1	+	2294481	2349075	38.245106	7.182276	12.964631
Smp_099240	Smp_099240	SM_V10_1	-	2352717	2361070	88.164772	16.556988	29.886801
Smp_176620	Smp_176620	SM_V10_1	-	2362102	2381272	144.818985	27.196421	49.091904
Smp_176630	Smp_176630	SM_V10_1	+	2395971	2419785	83.372940	15.657101	28.262426
Smp_176640	-	SM_V10_1	+	2428451	2436071	108.589615	20.392689	36.810574
Smp_176650	Smp_176650	SM_V10_1	+	2458078	2499672	45.192997	8.487062	15.319882
Smp_346470	Smp_346470	SM_V10_1	-	2503018	2512154	164.988251	30.984127	55.929035
Smp_099300	-	SM_V10_1	+	2538098	2540123	252.636414	47.444096	85.640709
Smp_099310	-	SM_V10_1	-	2541673	2578474	130.720474	24.551943	44.318386
Smp_099320	-	SM_V10_1	+	2584928	2589579	605.142578	113.643326	205.136063
Smp_305350	Smp_305350	SM_V10_1	-	2589775	2661626	38.942459	7.313236	13.201026
Smp_176700	-	SM_V10_1	+	2733118	2733734	0.000648	0.000122	0.000220
Smp_323110	-	SM_V10_1	+	2742388	2743153	0.000648	0.000122	0.000220
Smp_336800	-	SM_V10_1	+	2766745	2834261	4.763595	0.894584	1.614802
Smp_087760	Smp_087760	SM_V10_1	-	2838392	2839954	1611.909668	302.710114	546.418030
Smp_306370	Smp_306370	SM_V10_1	-	2859388	2951117	85.354836	16.029293	28.934265
STRG.3	-	SM_V10_1	.	52153	52649	5.519130	1.036470	1.870919
STRG.4	-	SM_V10_1	-	83248	131443	25.856251	9.862095	17.801937
STRG.5	-	SM_V10_1	+	93085	93322	6.459713	1.213117	2.189781
STRG.6	-	SM_V10_1	.	97053	99823	71.728050	13.470240	24.314953
STRG.7	-	SM_V10_1	.	113765	114890	15.108710	2.837358	5.121677
STRG.8	-	SM_V10_1	.	188221	189131	6.107800	1.147024	2.070477
STRG.9	-	SM_V10_1	+	216058	251096	12.731676	4.443627	8.021132
STRG.10	-	SM_V10_1	-	241330	241567	5.616760	1.054805	1.904014
STRG.11	-	SM_V10_1	+	261046	277059	0.018097	0.003402	0.006141
STRG.12	-	SM_V10_1	.	394249	400501	58.974747	11.075224	19.991739
STRG.13	-	SM_V10_1	-	409165	410604	1.760655	0.330645	0.596843
STRG.14	-	SM_V10_1	+	463462	464781	1.217461	0.228669	0.412768
