Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.1	-	SM_V10_1	.	15005	15592	22.064014	1.737620	2.586513
STRG.2	-	SM_V10_1	.	18753	19304	16.848392	1.326871	1.975098
STRG.3	-	SM_V10_1	.	23763	24354	11.771515	0.927049	1.379947
Smp_329140	-	SM_V10_1	-	68427	68783	1.198880	0.094416	0.140542
Smp_315690	-	SM_V10_1	-	83503	131262	261.634552	23.852882	35.505924
Smp_317470	-	SM_V10_1	+	216287	251096	169.663406	35.556644	52.927425
Smp_318880	-	SM_V10_1	+	261046	277059	0.583588	0.046032	0.068520
Smp_319020	Smp_319020	SM_V10_1	-	284128	285188	0.000897	0.000071	0.000105
Smp_349630	Smp_349630	SM_V10_1	-	404133	411056	4797.956055	377.949738	562.592590
Smp_349560	Smp_349560	SM_V10_1	+	462919	472249	3659.843506	288.225708	429.034973
Smp_179970	Smp_179970	SM_V10_1	+	617998	625946	1780.670044	140.234085	208.743790
Smp_173350	Smp_173350	SM_V10_1	+	705699	713638	12331.380859	971.140076	1445.579102
Smp_317840	-	SM_V10_1	+	738870	742215	0.046312	0.004025	0.005991
Smp_165590	-	SM_V10_1	-	1046763	1049597	8.587229	0.676275	1.006661
Smp_165600	-	SM_V10_1	-	1095654	1099463	0.241228	0.018998	0.028279
Smp_319240	-	SM_V10_1	-	1210372	1214751	1.754682	0.138187	0.205697
Smp_319340	-	SM_V10_1	+	1237156	1270054	19.797331	1.574307	2.343416
Smp_350240	Smp_350240	SM_V10_1	+	1348402	1355721	5744.959961	452.436462	673.468872
Smp_243170	Smp_243170	SM_V10_1	-	1437906	1467383	63.621700	5.010436	7.458224
Smp_199340	Smp_199340	SM_V10_1	+	1476492	1488843	17.305346	1.362858	2.028666
Smp_180260	-	SM_V10_1	-	1770887	1791588	0.461704	0.036361	0.054124
Smp_311250	-	SM_V10_1	+	1806072	1815504	0.214369	0.016882	0.025130
Smp_349570	Smp_349570	SM_V10_1	+	1919469	1927421	489.983124	38.587914	57.439583
Smp_242000	-	SM_V10_1	+	2036589	2036723	0.009161	0.000721	0.001074
Smp_078490	-	SM_V10_1	+	2040271	2042090	6.515106	0.513505	0.764371
Smp_164480	-	SM_V10_1	-	2060458	2061423	86.146530	6.785682	10.100746
Smp_350510	Smp_350510	SM_V10_1	+	2096696	2105037	808.608276	63.680779	94.791267
Smp_201260	Smp_201260	SM_V10_1	+	2099947	2100222	15.161366	1.194429	1.777953
Smp_099150	-	SM_V10_1	-	2169363	2175657	2935.459229	231.178925	344.118622
Smp_099160	-	SM_V10_1	+	2193641	2196693	3634.943359	286.264709	426.115936
Smp_099210	-	SM_V10_1	-	2207872	2223287	2.762125	0.217527	0.323797
Smp_176600	-	SM_V10_1	+	2223386	2268742	346.424957	27.282200	40.610596
Smp_099170	-	SM_V10_1	-	2275135	2281557	194.242493	15.297287	22.770596
Smp_346460	-	SM_V10_1	+	2294481	2349075	21.382259	1.683929	2.506593
Smp_099240	Smp_099240	SM_V10_1	-	2352717	2361070	42.373173	3.340315	4.972187
Smp_176620	Smp_176620	SM_V10_1	-	2362102	2381272	106.252373	8.367752	12.455719
Smp_176630	Smp_176630	SM_V10_1	+	2395971	2419785	173.649368	13.675505	20.356512
Smp_176640	-	SM_V10_1	+	2428451	2436071	135.178986	10.645825	15.846719
Smp_176650	Smp_176650	SM_V10_1	+	2458078	2499672	181.122543	14.264045	21.232574
Smp_346470	Smp_346470	SM_V10_1	-	2503018	2512154	291.846985	22.985062	34.214142
Smp_099300	-	SM_V10_1	+	2538098	2540123	342.137482	26.944542	40.107979
Smp_099310	-	SM_V10_1	-	2541673	2578474	618.381165	48.701607	72.494194
Smp_099320	-	SM_V10_1	+	2584928	2589579	2043.317139	160.918686	239.533615
Smp_305350	Smp_305350	SM_V10_1	-	2589775	2661626	36.372211	2.864441	4.263830
Smp_176700	-	SM_V10_1	+	2733118	2733734	6894.474121	542.964417	808.223206
Smp_323110	-	SM_V10_1	+	2742388	2743153	121.500633	9.568606	14.243237
Smp_336800	-	SM_V10_1	+	2766745	2834261	26.118082	2.056892	3.061762
Smp_087760	Smp_087760	SM_V10_1	-	2838392	2839954	13854.473633	1091.089966	1624.129150
Smp_306370	Smp_306370	SM_V10_1	-	2859388	2951117	80.017250	6.301642	9.380235
Smp_337450	-	SM_V10_1	+	3087513	3093760	0.195633	0.015407	0.022934
Smp_176760	Smp_176760	SM_V10_1	-	3155466	3167640	404.018127	31.817865	47.362103
Smp_241980	Smp_241980	SM_V10_1	+	3177719	3308862	12.572159	0.990102	1.473805
Smp_176780	Smp_176780	SM_V10_1	-	3311286	3359141	173.049423	13.629181	20.287554
Smp_341680	-	SM_V10_1	+	3371808	3380218	259.675446	20.450365	30.441147
Smp_099570	-	SM_V10_1	-	3380279	3384824	613.524963	48.317272	71.922104
Smp_346480	-	SM_V10_1	+	3402468	3456395	80.831856	6.365796	9.475731
Smp_241990	Smp_241990	SM_V10_1	-	3460003	3465963	51.682137	4.070152	6.058577
Smp_345330	Smp_345330	SM_V10_1	+	3474618	3517486	45.185081	3.558486	5.296942
Smp_085010	Smp_085010	SM_V10_1	+	3593248	3601272	0.614451	0.048390	0.072031
