Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.1	-	SM_V10_1	.	12423	13418	20.544224	2.020067	4.455359
STRG.2	-	SM_V10_1	.	14953	15751	15.462587	1.520401	3.353321
STRG.3	-	SM_V10_1	.	18701	19617	6.355081	0.624881	1.378206
STRG.4	-	SM_V10_1	.	23711	24649	7.317342	0.719498	1.586888
Smp_329140	-	SM_V10_1	-	68427	68783	0.019609	0.001928	0.004253
Smp_315690	-	SM_V10_1	-	83503	131262	152.414993	17.407799	38.393776
Smp_317470	-	SM_V10_1	+	216287	251096	102.665100	26.757629	59.015293
Smp_318880	-	SM_V10_1	+	261046	277059	0.422919	0.041660	0.091882
Smp_319020	Smp_319020	SM_V10_1	-	284128	285188	0.000812	0.000080	0.000176
Smp_349630	Smp_349630	SM_V10_1	-	404133	411056	2532.908203	249.089523	549.379395
Smp_349560	Smp_349560	SM_V10_1	+	462919	472249	2130.810791	209.517761	462.101959
Smp_179970	Smp_179970	SM_V10_1	+	617998	625946	1710.123901	168.152588	370.868958
Smp_173350	Smp_173350	SM_V10_1	+	705699	713638	3929.821777	386.410400	852.247559
Smp_317840	-	SM_V10_1	+	738870	742215	0.065855	0.006583	0.014518
Smp_165590	-	SM_V10_1	-	1046763	1049597	0.126566	0.012445	0.027448
Smp_165600	-	SM_V10_1	-	1095654	1099463	0.251325	0.024712	0.054504
Smp_319240	-	SM_V10_1	-	1210372	1214751	1.752179	0.172288	0.379989
Smp_319340	-	SM_V10_1	+	1237156	1270054	15.212873	1.501861	3.312430
Smp_350240	Smp_350240	SM_V10_1	+	1348402	1355721	2223.701416	218.651505	482.246857
Smp_243170	Smp_243170	SM_V10_1	-	1437906	1467383	93.335571	9.177474	20.241379
Smp_199340	Smp_199340	SM_V10_1	+	1476492	1488843	10.215027	1.004420	2.215299
Smp_180260	-	SM_V10_1	-	1770887	1791588	0.401660	0.039494	0.087107
Smp_311250	-	SM_V10_1	+	1806072	1815504	2.335344	0.229629	0.506458
Smp_349570	Smp_349570	SM_V10_1	+	1919469	1927421	329.846863	32.433090	71.532806
