Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.1	-	SM_V10_1	.	19068	19276	8.412185	2.680926	4.479531
STRG.2	-	SM_V10_1	.	38786	39765	12.947376	4.126272	6.894543
STRG.3	-	SM_V10_1	.	40095	41204	12.137068	3.868030	6.463050
STRG.4	-	SM_V10_1	.	42972	43800	7.777000	2.478496	4.141292
STRG.5	-	SM_V10_1	.	45295	46729	6.589272	2.099972	3.508821
Smp_315690	-	SM_V10_1	-	83503	131262	15.004282	5.737442	9.586629
Smp_317470	-	SM_V10_1	+	216287	251096	10.796289	8.283366	13.840588
Smp_318880	-	SM_V10_1	+	261046	277059	0.013739	0.004379	0.007317
Smp_319020	Smp_319020	SM_V10_1	-	284128	285188	0.000000	0.000000	0.000000
Smp_349630	Smp_349630	SM_V10_1	-	404133	411056	515.263428	164.212189	274.380371
Smp_349560	Smp_349560	SM_V10_1	+	462919	472249	320.774719	102.229500	170.814163
Smp_179970	Smp_179970	SM_V10_1	+	617998	625946	201.555939	64.234993	107.329559
Smp_173350	Smp_173350	SM_V10_1	+	705699	713638	1516.749390	483.381348	807.676758
Smp_317840	-	SM_V10_1	+	738870	742215	0.952825	0.304383	0.508591
Smp_165590	-	SM_V10_1	-	1046763	1049597	3779.912598	1204.641479	2012.822632
Smp_165600	-	SM_V10_1	-	1095654	1099463	21.133274	6.735081	11.253575
Smp_319240	-	SM_V10_1	-	1210372	1214751	0.587201	0.187138	0.312688
Smp_319340	-	SM_V10_1	+	1237156	1270054	4.538670	1.456362	2.433419
Smp_350240	Smp_350240	SM_V10_1	+	1348402	1355721	309.868378	98.753685	165.006485
Smp_243170	Smp_243170	SM_V10_1	-	1437906	1467383	19.030128	6.064818	10.133639
Smp_199340	Smp_199340	SM_V10_1	+	1476492	1488843	3.384219	1.078536	1.802114
Smp_180260	-	SM_V10_1	-	1770887	1791588	0.056131	0.017889	0.029890
Smp_311250	-	SM_V10_1	+	1806072	1815504	0.001447	0.000461	0.000771
Smp_349570	Smp_349570	SM_V10_1	+	1919469	1927421	11.974734	3.816295	6.376606
Smp_242000	-	SM_V10_1	+	2036589	2036723	0.001445	0.000461	0.000769
Smp_078490	-	SM_V10_1	+	2040271	2042090	71.588547	22.821865	38.132812
Smp_164480	-	SM_V10_1	-	2060458	2061423	12.694445	4.047310	6.762607
Smp_350510	Smp_350510	SM_V10_1	+	2096696	2105037	27.010904	8.608255	14.383442
Smp_201260	Smp_201260	SM_V10_1	+	2099947	2100222	1.794308	0.578682	0.966914
STRG.6	-	SM_V10_1	-	83413	131375	13.390982	8.637169	14.431754
STRG.7	-	SM_V10_1	+	216168	251096	6.115831	9.345626	15.615505
STRG.8	-	SM_V10_1	+	261046	277059	0.013739	0.004379	0.007317
STRG.9	-	SM_V10_1	.	283688	284018	9.569979	3.049920	5.096079
STRG.10	-	SM_V10_1	.	387991	388760	57.894054	18.450590	30.828894
STRG.11	-	SM_V10_1	.	394269	400477	28.438881	9.063356	15.143866
STRG.12	-	SM_V10_1	-	404130	1049780	21.849554	770.336060	1287.146240
STRG.13	-	SM_V10_1	+	463028	472171	348.773865	111.173431	185.758499
STRG.14	-	SM_V10_1	+	617998	625957	191.313187	65.211525	108.961227
STRG.15	-	SM_V10_1	+	705695	766971	303.509613	508.005829	848.821472
STRG.16	-	SM_V10_1	+	738870	742215	0.952825	0.304383	0.508591
STRG.17	-	SM_V10_1	+	1070003	1076228	316.022339	109.535004	183.020859
STRG.18	-	SM_V10_1	.	1088544	1090819	26.300295	8.538437	14.266781
STRG.19	-	SM_V10_1	+	1177473	1178098	14.257710	4.565068	7.627723
