Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Smp_329140	-	SM_V10_1	-	68427	68783	1.063029	0.146307	0.310537
Smp_315690	-	SM_V10_1	-	83503	131262	4.455933	0.817818	1.735824
Smp_317470	-	SM_V10_1	+	216287	251096	2.956415	0.606535	1.287375
Smp_318880	-	SM_V10_1	+	261046	277059	0.191589	0.026369	0.055968
Smp_319020	Smp_319020	SM_V10_1	-	284128	285188	0.000002	0.000000	0.000001
Smp_349630	Smp_349630	SM_V10_1	-	404133	411056	0.611269	0.084130	0.178567
Smp_349560	Smp_349560	SM_V10_1	+	462919	472249	0.785136	0.108060	0.229358
Smp_179970	Smp_179970	SM_V10_1	+	617998	625946	1.741925	0.239745	0.508860
Smp_173350	Smp_173350	SM_V10_1	+	705699	713638	2.035174	0.280105	0.594525
Smp_317840	-	SM_V10_1	+	738870	742215	0.999306	0.137537	0.291922
Smp_165590	-	SM_V10_1	-	1046763	1049597	0.000000	0.000000	0.000000
Smp_165600	-	SM_V10_1	-	1095654	1099463	0.000019	0.000003	0.000006
Smp_319240	-	SM_V10_1	-	1210372	1214751	1.485263	0.204420	0.433882
Smp_319340	-	SM_V10_1	+	1237156	1270054	23.250233	3.257123	6.913264
Smp_350240	Smp_350240	SM_V10_1	+	1348402	1355721	1.573838	0.216611	0.459757
Smp_243170	Smp_243170	SM_V10_1	-	1437906	1467383	130.548294	17.967627	38.136402
Smp_199340	Smp_199340	SM_V10_1	+	1476492	1488843	12.272364	1.689070	3.585063
Smp_180260	-	SM_V10_1	-	1770887	1791588	0.000000	0.000000	0.000000
Smp_311250	-	SM_V10_1	+	1806072	1815504	0.902715	0.124242	0.263705
Smp_349570	Smp_349570	SM_V10_1	+	1919469	1927421	0.091725	0.012624	0.026795
Smp_242000	-	SM_V10_1	+	2036589	2036723	0.000001	0.000000	0.000000
Smp_078490	-	SM_V10_1	+	2040271	2042090	0.000001	0.000000	0.000000
Smp_164480	-	SM_V10_1	-	2060458	2061423	33.056396	4.549622	9.656601
Smp_350510	Smp_350510	SM_V10_1	+	2096696	2105037	0.000000	0.000000	0.000000
Smp_201260	Smp_201260	SM_V10_1	+	2099947	2100222	0.000000	0.000000	0.000000
Smp_099150	-	SM_V10_1	-	2169363	2175657	1326.019165	182.502701	387.363159
Smp_099160	-	SM_V10_1	+	2193641	2196693	2111.640869	290.629456	616.862854
Smp_099210	-	SM_V10_1	-	2207872	2223287	1.129930	0.155515	0.330081
Smp_176600	-	SM_V10_1	+	2223386	2268742	161.337982	22.205273	47.130836
Smp_099170	-	SM_V10_1	-	2275135	2281557	90.888336	12.509147	26.550741
Smp_346460	-	SM_V10_1	+	2294481	2349075	45.731018	6.294053	13.359167
Smp_099240	Smp_099240	SM_V10_1	-	2352717	2361070	137.621231	18.941088	40.202583
Smp_176620	Smp_176620	SM_V10_1	-	2362102	2381272	205.469589	28.279198	60.022778
Smp_176630	Smp_176630	SM_V10_1	+	2395971	2419785	139.967102	19.263956	40.887871
Smp_176640	-	SM_V10_1	+	2428451	2436071	86.669868	11.928551	25.318426
Smp_176650	Smp_176650	SM_V10_1	+	2458078	2499672	43.364635	5.968362	12.667888
Smp_346470	Smp_346470	SM_V10_1	-	2503018	2512154	225.377548	31.019169	65.838387
Smp_099300	-	SM_V10_1	+	2538098	2540123	285.937042	39.354099	83.529327
Smp_099310	-	SM_V10_1	-	2541673	2578474	188.106216	25.893950	54.960072
Smp_099320	-	SM_V10_1	+	2584928	2589579	710.880859	97.839973	207.665955
Smp_305350	Smp_305350	SM_V10_1	-	2589775	2661626	94.836548	13.052547	27.704111
Smp_176700	-	SM_V10_1	+	2733118	2733734	0.000000	0.000000	0.000000
Smp_323110	-	SM_V10_1	+	2742388	2743153	0.000000	0.000000	0.000000
Smp_336800	-	SM_V10_1	+	2766745	2834261	6.633920	0.913040	1.937933
Smp_087760	Smp_087760	SM_V10_1	-	2838392	2839954	1632.887817	224.737656	477.007111
Smp_306370	Smp_306370	SM_V10_1	-	2859388	2951117	115.170189	15.851108	33.644077
Smp_337450	-	SM_V10_1	+	3087513	3093760	0.000000	0.000000	0.000000
Smp_176760	Smp_176760	SM_V10_1	-	3155466	3167640	176.307709	24.265589	51.503864
Smp_241980	Smp_241980	SM_V10_1	+	3177719	3308862	41.118694	5.659249	12.011793
Smp_176780	Smp_176780	SM_V10_1	-	3311286	3359141	24.138144	3.322182	7.051352
Smp_341680	-	SM_V10_1	+	3371808	3380218	140.681229	19.362240	41.096478
Smp_099570	-	SM_V10_1	-	3380279	3384824	732.381653	100.799171	213.946869
Smp_346480	-	SM_V10_1	+	3402468	3456395	77.158890	10.619534	22.540030
Smp_241990	Smp_241990	SM_V10_1	-	3460003	3465963	16.963814	2.334764	4.955552
Smp_345330	Smp_345330	SM_V10_1	+	3474618	3517486	43.993645	6.054935	12.851637
Smp_085010	Smp_085010	SM_V10_1	+	3593248	3601272	180.817825	28.330393	60.131443
Smp_168290	Smp_168290	SM_V10_1	+	3609310	3609645	0.000000	0.000000	0.000000
Smp_345790	Smp_345790	SM_V10_1	+	3632838	3639272	0.000000	0.000000	0.000000
Smp_103610	Smp_103610	SM_V10_1	-	3735826	3738545	8370.832031	1152.094604	2445.328125
Smp_179960	Smp_179960	SM_V10_1	+	3755434	3755719	0.000000	0.000000	0.000000
