Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.1	-	SM_V10_1	.	19080	19303	4.829686	0.723664	1.193770
STRG.2	-	SM_V10_1	.	52139	52623	11.695785	1.752457	2.890888
Smp_315690	-	SM_V10_1	-	83503	131262	0.097487	0.014607	0.024096
Smp_317470	-	SM_V10_1	+	216287	251096	0.113892	0.017065	0.028151
Smp_318880	-	SM_V10_1	+	261046	277059	0.059033	0.008845	0.014591
Smp_319020	Smp_319020	SM_V10_1	-	284128	285188	0.000000	0.000000	0.000000
Smp_349630	Smp_349630	SM_V10_1	-	404133	411056	0.058168	0.008716	0.014378
Smp_349560	Smp_349560	SM_V10_1	+	462919	472249	0.054864	0.008221	0.013561
Smp_179970	Smp_179970	SM_V10_1	+	617998	625946	0.932304	0.139693	0.230441
Smp_173350	Smp_173350	SM_V10_1	+	705699	713638	5.016373	0.751637	1.239915
Smp_317840	-	SM_V10_1	+	738870	742215	0.005479	0.000821	0.001354
Smp_165590	-	SM_V10_1	-	1046763	1049597	0.000004	0.000001	0.000001
Smp_165600	-	SM_V10_1	-	1095654	1099463	0.000004	0.000001	0.000001
Smp_319240	-	SM_V10_1	-	1210372	1214751	0.959921	0.143831	0.237267
Smp_319340	-	SM_V10_1	+	1237156	1270054	12.077349	1.835661	3.028142
Smp_350240	Smp_350240	SM_V10_1	+	1348402	1355721	0.000010	0.000001	0.000002
Smp_243170	Smp_243170	SM_V10_1	-	1437906	1467383	74.268829	11.128194	18.357290
Smp_199340	Smp_199340	SM_V10_1	+	1476492	1488843	4.024405	0.603003	0.994726
Smp_180260	-	SM_V10_1	-	1770887	1791588	0.017487	0.002620	0.004322
Smp_311250	-	SM_V10_1	+	1806072	1815504	0.411594	0.061672	0.101735
Smp_349570	Smp_349570	SM_V10_1	+	1919469	1927421	0.000021	0.000003	0.000005
Smp_242000	-	SM_V10_1	+	2036589	2036723	0.000021	0.000003	0.000005
Smp_078490	-	SM_V10_1	+	2040271	2042090	0.000021	0.000003	0.000005
Smp_164480	-	SM_V10_1	-	2060458	2061423	8.860430	1.327618	2.190065
Smp_350510	Smp_350510	SM_V10_1	+	2096696	2105037	0.000025	0.000004	0.000006
Smp_201260	Smp_201260	SM_V10_1	+	2099947	2100222	0.130610	0.019578	0.032296
Smp_099150	-	SM_V10_1	-	2169363	2175657	3910.149902	585.883728	966.485474
Smp_099160	-	SM_V10_1	+	2193641	2196693	1907.494629	285.812592	471.482147
Smp_099210	-	SM_V10_1	-	2207872	2223287	0.176700	0.026476	0.043676
Smp_176600	-	SM_V10_1	+	2223386	2268742	81.808434	12.257901	20.220877
Smp_099170	-	SM_V10_1	-	2275135	2281557	65.672264	9.840113	16.232443
Smp_346460	-	SM_V10_1	+	2294481	2349075	7.615311	1.141053	1.882303
Smp_099240	Smp_099240	SM_V10_1	-	2352717	2361070	74.586121	11.175735	18.435713
Smp_176620	Smp_176620	SM_V10_1	-	2362102	2381272	112.586884	16.869642	27.828493
Smp_176630	Smp_176630	SM_V10_1	+	2395971	2419785	71.114014	10.655486	17.577501
Smp_176640	-	SM_V10_1	+	2428451	2436071	39.436420	5.909020	9.747637
Smp_176650	Smp_176650	SM_V10_1	+	2458078	2499672	108.040314	16.188398	26.704702
Smp_346470	Smp_346470	SM_V10_1	-	2503018	2512154	70.837585	10.614066	17.509174
Smp_099300	-	SM_V10_1	+	2538098	2540123	143.355911	21.479969	35.433777
Smp_099310	-	SM_V10_1	-	2541673	2578474	69.067421	10.351480	17.076008
Smp_099320	-	SM_V10_1	+	2584928	2589579	361.218658	54.123795	89.283684
Smp_305350	Smp_305350	SM_V10_1	-	2589775	2661626	31.865030	4.774549	7.876191
Smp_176700	-	SM_V10_1	+	2733118	2733734	0.000000	0.000000	0.000000
Smp_323110	-	SM_V10_1	+	2742388	2743153	0.000000	0.000000	0.000000
Smp_336800	-	SM_V10_1	+	2766745	2834261	3.633431	0.544421	0.898088
Smp_087760	Smp_087760	SM_V10_1	-	2838392	2839954	1134.864746	170.044327	280.508514
Smp_306370	Smp_306370	SM_V10_1	-	2859388	2951117	65.779686	9.856208	16.258995
Smp_337450	-	SM_V10_1	+	3087513	3093760	0.000054	0.000008	0.000013
Smp_176760	Smp_176760	SM_V10_1	-	3155466	3167640	149.076736	22.337158	36.847820
Smp_241980	Smp_241980	SM_V10_1	+	3177719	3308862	19.484388	2.919475	4.816024
Smp_176780	Smp_176780	SM_V10_1	-	3311286	3359141	18.064470	2.706720	4.465058
Smp_341680	-	SM_V10_1	+	3371808	3380218	68.262375	10.228206	16.872650
Smp_099570	-	SM_V10_1	-	3380279	3384824	370.068146	55.449772	91.471054
Smp_346480	-	SM_V10_1	+	3402468	3456395	24.105793	3.611932	5.958313
Smp_241990	Smp_241990	SM_V10_1	-	3460003	3465963	50.916161	7.629106	12.585125
Smp_345330	Smp_345330	SM_V10_1	+	3474618	3517486	20.914408	3.133745	5.169487
Smp_085010	Smp_085010	SM_V10_1	+	3593248	3601272	68.272018	11.824083	19.505241
Smp_168290	Smp_168290	SM_V10_1	+	3609310	3609645	0.675656	0.101238	0.167004
Smp_345790	Smp_345790	SM_V10_1	+	3632838	3639272	0.000056	0.000008	0.000014
Smp_103610	Smp_103610	SM_V10_1	-	3735826	3738545	107.224281	16.066128	26.503002
Smp_179960	Smp_179960	SM_V10_1	+	3755434	3755719	0.000000	0.000000	0.000000
Smp_333870	Smp_333870	SM_V10_1	+	3756269	3758636	0.000000	0.000000	0.000000
Smp_333930	Smp_333930	SM_V10_1	-	3777641	3779938	0.000119	0.000018	0.000029
Smp_333220	Smp_333220	SM_V10_1	-	3794812	3796404	0.000119	0.000018	0.000029
Smp_334070	Smp_334070	SM_V10_1	-	3807234	3807464	0.000119	0.000018	0.000029
Smp_334240	Smp_334240	SM_V10_1	-	3831754	3834036	0.000119	0.000018	0.000029
Smp_067060	Smp_067060	SM_V10_1	-	3896819	3899577	116.624535	17.474628	28.826496
Smp_344940	-	SM_V10_1	+	3951341	3954669	0.037715	0.005651	0.009322
Smp_067090	-	SM_V10_1	-	3957512	3964977	35.612129	12.984789	21.419966
Smp_158430	Smp_158430	SM_V10_1	-	3973642	3998267	77.713043	11.644261	19.208605
Smp_158440	-	SM_V10_1	-	4013009	4027327	16.722609	2.634593	4.346077
Smp_200460	-	SM_V10_1	-	4030097	4049167	9.526599	1.427434	2.354723
Smp_173020	Smp_173020	SM_V10_1	-	4065098	4098671	45.523285	6.821056	11.252150
Smp_092950	Smp_092950	SM_V10_1	-	4105302	4160070	94.496887	14.159098	23.357126
Smp_326440	-	SM_V10_1	+	4158457	4161586	26.561424	3.979875	6.565280
Smp_092930	-	SM_V10_1	+	4167888	4177847	54.729206	8.200441	13.527610
Smp_244890	Smp_244890	SM_V10_1	+	4204724	4233186	3.831224	0.574058	0.946977
Smp_244880	-	SM_V10_1	+	4246147	4252859	10.074119	1.509472	2.490055
Smp_160410	Smp_160410	SM_V10_1	-	4265476	4275954	149.303375	22.371119	36.903839
Smp_347660	-	SM_V10_1	+	4278988	4293591	146.837509	22.001640	36.294342
Smp_306440	Smp_306440	SM_V10_1	-	4296858	4341423	54.669373	8.191475	13.512819
Smp_328690	-	SM_V10_1	+	4345568	4390603	18.552082	2.779782	4.585583
Smp_213650	Smp_213650	SM_V10_1	+	4401689	4404516	262.652740	39.355007	64.920799
Smp_213640	Smp_213640	SM_V10_1	+	4406136	4413416	102.918823	15.421012	25.438807
Smp_160460	-	SM_V10_1	-	4415923	4525434	11.119345	1.666085	2.748407
Smp_244700	-	SM_V10_1	-	4542619	4661754	11.007160	1.651099	2.723685
Smp_070540	-	SM_V10_1	-	4671538	4694704	0.238156	0.035684	0.058866
Smp_160490	-	SM_V10_1	+	4707828	4769172	8.324518	1.247318	2.057600
Smp_244670	-	SM_V10_1	-	4773949	4794254	13.500554	2.022878	3.336979
Smp_313840	Smp_313840	SM_V10_1	-	4799836	4842353	32.770687	4.910250	8.100046
Smp_164190	Smp_164190	SM_V10_1	+	4864989	4885453	61.849400	9.267306	15.287533
Smp_164180	Smp_164180	SM_V10_1	-	4895001	4913776	4.585266	0.687041	1.133356
Smp_330320	-	SM_V10_1	-	4925035	4925904	0.000046	0.000007	0.000011
Smp_164200	Smp_164200	SM_V10_1	-	4951712	4970854	191.359741	28.672703	47.299057
Smp_077980	Smp_077980	SM_V10_1	+	4991003	5000630	372.096130	55.753639	91.972305
Smp_164210	-	SM_V10_1	+	5019403	5044444	329.076385	49.307701	81.338966
Smp_168930	-	SM_V10_1	+	5046044	5066376	110.569641	16.567385	27.329885
Smp_114430	Smp_114430	SM_V10_1	+	5081889	5089326	48.244469	7.228790	11.924754
Smp_114435	Smp_114435	SM_V10_1	+	5096698	5108417	23.785086	3.563877	5.879043
Smp_086060	-	SM_V10_1	-	5119151	5127159	55.110806	8.257619	13.621930
Smp_349660	Smp_349660	SM_V10_1	-	5171422	5174993	480.751434	72.034180	118.829018
Smp_154980	Smp_154980	SM_V10_1	-	5192344	5203529	95.391144	14.293090	23.578163
Smp_154970	-	SM_V10_1	+	5232257	5252103	34.044495	5.101112	8.414896
