Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.1	-	SM_V10_1	.	12589	13127	11.547969	0.537837	0.959396
STRG.2	-	SM_V10_1	.	15007	15751	23.169775	1.079114	1.924927
STRG.3	-	SM_V10_1	.	18755	19351	25.080196	1.168090	2.083644
STRG.4	-	SM_V10_1	.	23765	24354	20.529957	0.956166	1.705613
Smp_329140	-	SM_V10_1	-	68427	68783	1.316527	0.061316	0.109376
Smp_315690	-	SM_V10_1	-	83503	131262	47.693798	2.346062	4.184915
Smp_317470	-	SM_V10_1	+	216287	251096	31.025944	2.762844	4.928371
Smp_318880	-	SM_V10_1	+	261046	277059	0.139657	0.006505	0.011603
Smp_319020	Smp_319020	SM_V10_1	-	284128	285188	0.101565	0.004730	0.008438
Smp_349630	Smp_349630	SM_V10_1	-	404133	411056	0.308214	0.014355	0.025606
Smp_349560	Smp_349560	SM_V10_1	+	462919	472249	0.991952	0.046199	0.082411
Smp_179970	Smp_179970	SM_V10_1	+	617998	625946	1.479599	0.068911	0.122924
Smp_173350	Smp_173350	SM_V10_1	+	705699	713638	2.433187	0.113324	0.202147
Smp_317840	-	SM_V10_1	+	738870	742215	0.592765	0.027608	0.049247
Smp_165590	-	SM_V10_1	-	1046763	1049597	0.002169	0.000101	0.000180
Smp_165600	-	SM_V10_1	-	1095654	1099463	0.002169	0.000101	0.000180
Smp_319240	-	SM_V10_1	-	1210372	1214751	4.385988	0.204274	0.364385
Smp_319340	-	SM_V10_1	+	1237156	1270054	56.355453	2.640500	4.710133
Smp_350240	Smp_350240	SM_V10_1	+	1348402	1355721	0.173019	0.008058	0.014374
Smp_243170	Smp_243170	SM_V10_1	-	1437906	1467383	365.308838	17.013969	30.349579
Smp_199340	Smp_199340	SM_V10_1	+	1476492	1488843	43.297989	2.016569	3.597164
Smp_180260	-	SM_V10_1	-	1770887	1791588	0.378620	0.017634	0.031455
Smp_311250	-	SM_V10_1	+	1806072	1815504	2.977471	0.138673	0.247366
Smp_349570	Smp_349570	SM_V10_1	+	1919469	1927421	0.006606	0.000308	0.000549
Smp_242000	-	SM_V10_1	+	2036589	2036723	0.006592	0.000307	0.000548
Smp_078490	-	SM_V10_1	+	2040271	2042090	0.006598	0.000307	0.000548
Smp_164480	-	SM_V10_1	-	2060458	2061423	76.223480	3.550061	6.332612
Smp_350510	Smp_350510	SM_V10_1	+	2096696	2105037	0.430530	0.020052	0.035768
Smp_201260	Smp_201260	SM_V10_1	+	2099947	2100222	0.006561	0.000306	0.000545
Smp_099150	-	SM_V10_1	-	2169363	2175657	3893.876953	181.354492	323.500824
Smp_099160	-	SM_V10_1	+	2193641	2196693	4938.860840	230.023514	410.316803
Smp_099210	-	SM_V10_1	-	2207872	2223287	4.036332	0.187989	0.335335
Smp_176600	-	SM_V10_1	+	2223386	2268742	389.191498	18.126286	32.333733
Smp_099170	-	SM_V10_1	-	2275135	2281557	349.105164	16.259295	29.003389
Smp_346460	-	SM_V10_1	+	2294481	2349075	144.562531	6.732885	12.010145
Smp_099240	Smp_099240	SM_V10_1	-	2352717	2361070	359.040802	16.723124	29.830772
Smp_176620	Smp_176620	SM_V10_1	-	2362102	2381272	559.948914	26.079172	46.520126
Smp_176630	Smp_176630	SM_V10_1	+	2395971	2419785	318.015320	14.811310	26.420471
Smp_176640	-	SM_V10_1	+	2428451	2436071	456.207336	21.247492	37.901356
Smp_176650	Smp_176650	SM_V10_1	+	2458078	2499672	161.137939	7.504871	13.387218
Smp_346470	Smp_346470	SM_V10_1	-	2503018	2512154	747.013672	34.791569	62.061329
Smp_099300	-	SM_V10_1	+	2538098	2540123	1115.973511	51.975578	92.714226
Smp_099310	-	SM_V10_1	-	2541673	2578474	525.753662	24.488531	43.682735
Smp_099320	-	SM_V10_1	+	2584928	2589579	3062.279785	142.623245	254.411865
Smp_305350	Smp_305350	SM_V10_1	-	2589775	2661626	139.318649	6.488656	11.574488
Smp_176700	-	SM_V10_1	+	2733118	2733734	0.006950	0.000324	0.000577
Smp_323110	-	SM_V10_1	+	2742388	2743153	0.006950	0.000324	0.000577
Smp_336800	-	SM_V10_1	+	2766745	2834261	23.509399	1.094931	1.953143
Smp_087760	Smp_087760	SM_V10_1	-	2838392	2839954	7607.372559	354.307343	632.014771
Smp_306370	Smp_306370	SM_V10_1	-	2859388	2951117	338.904510	15.784208	28.155930
Smp_337450	-	SM_V10_1	+	3087513	3093760	0.006836	0.000318	0.000568
Smp_176760	Smp_176760	SM_V10_1	-	3155466	3167640	627.988892	29.248083	52.172836
Smp_241980	Smp_241980	SM_V10_1	+	3177719	3308862	92.604782	4.312994	7.693535
Smp_176780	Smp_176780	SM_V10_1	-	3311286	3359141	61.100964	2.845729	5.076221
Smp_341680	-	SM_V10_1	+	3371808	3380218	543.200256	25.299120	45.128662
Smp_099570	-	SM_V10_1	-	3380279	3384824	1643.668945	76.552567	136.554764
Smp_346480	-	SM_V10_1	+	3402468	3456395	191.235718	8.906652	15.887719
Smp_241990	Smp_241990	SM_V10_1	-	3460003	3465963	47.245232	2.200415	3.925108
Smp_345330	Smp_345330	SM_V10_1	+	3474618	3517486	108.186073	5.038681	8.988016
