Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.1	-	SM_V10_1	.	14909	15751	8.309299	0.672302	1.435224
STRG.2	-	SM_V10_1	.	19012	19309	15.644223	1.265768	2.702149
STRG.3	-	SM_V10_1	.	23956	24323	8.064093	0.652462	1.392871
Smp_329140	-	SM_V10_1	-	68427	68783	0.000000	0.000000	0.000000
Smp_315690	-	SM_V10_1	-	83503	131262	4.408802	0.413154	0.881997
Smp_317470	-	SM_V10_1	+	216287	251096	2.704442	0.573266	1.223803
Smp_318880	-	SM_V10_1	+	261046	277059	0.112393	0.009094	0.019413
Smp_319020	Smp_319020	SM_V10_1	-	284128	285188	6.869111	0.555777	1.186467
Smp_349630	Smp_349630	SM_V10_1	-	404133	411056	1.658416	0.134182	0.286450
Smp_349560	Smp_349560	SM_V10_1	+	462919	472249	0.600778	0.048609	0.103769
Smp_179970	Smp_179970	SM_V10_1	+	617998	625946	2.709828	0.219251	0.468055
Smp_173350	Smp_173350	SM_V10_1	+	705699	713638	0.097468	0.007886	0.016835
Smp_317840	-	SM_V10_1	+	738870	742215	0.021970	0.001778	0.003795
Smp_165590	-	SM_V10_1	-	1046763	1049597	0.333362	0.026972	0.057580
Smp_165600	-	SM_V10_1	-	1095654	1099463	0.000025	0.000002	0.000004
Smp_319240	-	SM_V10_1	-	1210372	1214751	1.777716	0.143834	0.307056
Smp_319340	-	SM_V10_1	+	1237156	1270054	30.556967	2.500706	5.338484
Smp_350240	Smp_350240	SM_V10_1	+	1348402	1355721	1.719925	0.139158	0.297074
Smp_243170	Smp_243170	SM_V10_1	-	1437906	1467383	197.182098	15.953922	34.058281
Smp_199340	Smp_199340	SM_V10_1	+	1476492	1488843	15.642710	1.265645	2.701887
Smp_180260	-	SM_V10_1	-	1770887	1791588	0.190380	0.015404	0.032883
Smp_311250	-	SM_V10_1	+	1806072	1815504	0.405839	0.032836	0.070099
Smp_349570	Smp_349570	SM_V10_1	+	1919469	1927421	0.000246	0.000020	0.000042
Smp_242000	-	SM_V10_1	+	2036589	2036723	0.000248	0.000020	0.000043
Smp_078490	-	SM_V10_1	+	2040271	2042090	0.969208	0.078423	0.167417
Smp_164480	-	SM_V10_1	-	2060458	2061423	43.085270	3.486028	7.441938
Smp_350510	Smp_350510	SM_V10_1	+	2096696	2105037	0.000233	0.000019	0.000040
Smp_201260	Smp_201260	SM_V10_1	+	2099947	2100222	0.000233	0.000019	0.000040
Smp_099150	-	SM_V10_1	-	2169363	2175657	1056.223755	85.458656	182.436310
Smp_099160	-	SM_V10_1	+	2193641	2196693	4204.158691	340.156769	726.163391
Smp_099210	-	SM_V10_1	-	2207872	2223287	5.896666	0.477097	1.018502
Smp_176600	-	SM_V10_1	+	2223386	2268742	232.825958	18.837854	40.214867
Smp_099170	-	SM_V10_1	-	2275135	2281557	77.118553	6.239631	13.320304
Smp_346460	-	SM_V10_1	+	2294481	2349075	161.338303	13.053817	27.867163
Smp_099240	Smp_099240	SM_V10_1	-	2352717	2361070	304.658783	24.649818	52.622196
Smp_176620	Smp_176620	SM_V10_1	-	2362102	2381272	233.806671	18.917204	40.384262
Smp_176630	Smp_176630	SM_V10_1	+	2395971	2419785	147.131027	11.904311	25.413210
Smp_176640	-	SM_V10_1	+	2428451	2436071	181.351547	14.673079	31.323952
Smp_176650	Smp_176650	SM_V10_1	+	2458078	2499672	157.464493	12.740388	27.198059
Smp_346470	Smp_346470	SM_V10_1	-	2503018	2512154	155.006805	12.541538	26.773554
Smp_099300	-	SM_V10_1	+	2538098	2540123	411.691345	33.309780	71.109398
Smp_099310	-	SM_V10_1	-	2541673	2578474	372.124512	30.109499	64.277466
Smp_099320	-	SM_V10_1	+	2584928	2589579	791.515259	64.041183	136.714508
Smp_305350	Smp_305350	SM_V10_1	-	2589775	2661626	65.096054	5.266895	11.243718
Smp_176700	-	SM_V10_1	+	2733118	2733734	0.000000	0.000000	0.000000
Smp_323110	-	SM_V10_1	+	2742388	2743153	0.000000	0.000000	0.000000
Smp_336800	-	SM_V10_1	+	2766745	2834261	18.456512	1.493309	3.187901
Smp_087760	Smp_087760	SM_V10_1	-	2838392	2839954	1575.807861	127.497978	272.181458
Smp_306370	Smp_306370	SM_V10_1	-	2859388	2951117	224.585922	18.171156	38.791607
Smp_337450	-	SM_V10_1	+	3087513	3093760	0.000248	0.000020	0.000043
Smp_176760	Smp_176760	SM_V10_1	-	3155466	3167640	212.099457	17.160881	36.634884
Smp_241980	Smp_241980	SM_V10_1	+	3177719	3308862	64.715401	5.236097	11.177969
Smp_176780	Smp_176780	SM_V10_1	-	3311286	3359141	158.524612	12.826161	27.381165
Smp_341680	-	SM_V10_1	+	3371808	3380218	108.793648	8.802450	18.791386
Smp_099570	-	SM_V10_1	-	3380279	3384824	584.235657	47.270275	100.912125
Smp_346480	-	SM_V10_1	+	3402468	3456395	110.514923	8.941717	19.088690
Smp_241990	Smp_241990	SM_V10_1	-	3460003	3465963	150.664627	12.190213	26.023550
Smp_345330	Smp_345330	SM_V10_1	+	3474618	3517486	102.322311	8.278857	17.673624
Smp_085010	Smp_085010	SM_V10_1	+	3593248	3601272	1719.532593	151.112656	322.593842
Smp_168290	Smp_168290	SM_V10_1	+	3609310	3609645	0.178571	0.014448	0.030844
Smp_345790	Smp_345790	SM_V10_1	+	3632838	3639272	81.439362	6.589225	14.066615
Smp_103610	Smp_103610	SM_V10_1	-	3735826	3738545	51268.136719	4148.083984	8855.290039
Smp_179960	Smp_179960	SM_V10_1	+	3755434	3755719	0.000000	0.000000	0.000000
Smp_333870	Smp_333870	SM_V10_1	+	3756269	3758636	0.000000	0.000000	0.000000
Smp_333930	Smp_333930	SM_V10_1	-	3777641	3779938	0.000000	0.000000	0.000000
Smp_333220	Smp_333220	SM_V10_1	-	3794812	3796404	0.000002	0.000000	0.000000
Smp_334070	Smp_334070	SM_V10_1	-	3807234	3807464	0.000002	0.000000	0.000000
Smp_334240	Smp_334240	SM_V10_1	-	3831754	3834036	0.000002	0.000000	0.000000
Smp_067060	Smp_067060	SM_V10_1	-	3896819	3899577	27141.896484	2196.039795	4688.084473
Smp_344940	-	SM_V10_1	+	3951341	3954669	1.523437	0.123261	0.263136
Smp_067090	-	SM_V10_1	-	3957512	3964977	69.439842	11.299026	24.121052
Smp_158430	Smp_158430	SM_V10_1	-	3973642	3998267	101.942032	8.248089	17.607941
Smp_158440	-	SM_V10_1	-	4013009	4027327	181.166275	14.828459	31.655649
Smp_200460	-	SM_V10_1	-	4030097	4049167	5.896935	0.477119	1.018548
Smp_173020	Smp_173020	SM_V10_1	-	4065098	4098671	93.233376	7.543474	16.103737
Smp_092950	Smp_092950	SM_V10_1	-	4105302	4160070	138.110214	11.174442	23.855089
Smp_326440	-	SM_V10_1	+	4158457	4161586	30.558397	2.472467	5.278200
Smp_092930	-	SM_V10_1	+	4167888	4177847	51.486301	4.165736	8.892973
Smp_244890	Smp_244890	SM_V10_1	+	4204724	4233186	72.152191	8.046155	17.176853
Smp_244880	-	SM_V10_1	+	4246147	4252859	167.229965	13.530508	28.884800
Smp_160410	Smp_160410	SM_V10_1	-	4265476	4275954	340.579803	27.556173	58.826656
Smp_347660	-	SM_V10_1	+	4278988	4293591	255.377792	20.662514	44.110134
Smp_306440	Smp_306440	SM_V10_1	-	4296858	4341423	95.363098	7.715789	16.471594
Smp_328690	-	SM_V10_1	+	4345568	4390603	112.820168	9.128235	19.486868
Smp_213650	Smp_213650	SM_V10_1	+	4401689	4404516	261.967102	21.205933	45.270222
Smp_213640	Smp_213640	SM_V10_1	+	4406136	4413416	104.635368	8.476285	18.095093
Smp_160460	-	SM_V10_1	-	4415923	4525434	82.813576	6.700413	14.303977
Smp_244700	-	SM_V10_1	-	4542619	4661754	69.413635	5.637269	12.034388
Smp_070540	-	SM_V10_1	-	4671538	4694704	11.272814	0.912079	1.947097
Smp_160490	-	SM_V10_1	+	4707828	4769172	18.511251	1.497738	3.197357
Smp_244670	-	SM_V10_1	-	4773949	4794254	35.540909	2.875601	6.138804
Smp_313840	Smp_313840	SM_V10_1	-	4799836	4842353	116.075218	9.391600	20.049095
Smp_164190	Smp_164190	SM_V10_1	+	4864989	4885453	36.426922	2.957547	6.313744
Smp_164180	Smp_164180	SM_V10_1	-	4895001	4913776	0.966704	0.079042	0.168737
Smp_330320	-	SM_V10_1	-	4925035	4925904	0.133792	0.010825	0.023109
Smp_164200	Smp_164200	SM_V10_1	-	4951712	4970854	297.464233	24.067711	51.379517
Smp_077980	Smp_077980	SM_V10_1	+	4991003	5000630	342.865326	27.751383	59.243385
Smp_164210	-	SM_V10_1	+	5019403	5044444	521.913940	42.227844	90.147598
Smp_168930	-	SM_V10_1	+	5046044	5066376	290.204590	23.490623	50.147556
Smp_114430	Smp_114430	SM_V10_1	+	5081889	5089326	197.288422	15.962526	34.076645
Smp_114435	Smp_114435	SM_V10_1	+	5096698	5108417	57.769047	4.674070	9.978161
Smp_086060	-	SM_V10_1	-	5119151	5127159	80.365143	6.502311	13.881071
Smp_349660	Smp_349660	SM_V10_1	-	5171422	5174993	188.792969	15.275162	32.609272
Smp_154980	Smp_154980	SM_V10_1	-	5192344	5203529	200.437927	16.217352	34.620644
Smp_154970	-	SM_V10_1	+	5232257	5252103	65.594482	5.307223	11.329809
Smp_200620	-	SM_V10_1	+	5275105	5275500	0.693469	0.065168	0.139119
Smp_061100	Smp_061100	SM_V10_1	-	5293395	5317623	74.911148	6.061050	12.939072
Smp_154960	Smp_154960	SM_V10_1	-	5325054	5344281	1108.794067	90.207283	192.573639
Smp_331210	-	SM_V10_1	-	5364791	5369845	0.661527	0.053524	0.114262
Smp_196400	Smp_196400	SM_V10_1	+	5386503	5452957	54.639698	4.420876	9.437643
STRG.4	-	SM_V10_1	.	52048	53162	11.044291	0.893589	1.907625
STRG.5	-	SM_V10_1	-	83503	131262	2.074153	0.703345	1.501495
STRG.6	-	SM_V10_1	.	187538	189065	8.979624	0.726538	1.551006
STRG.7	-	SM_V10_1	+	216287	251096	3.667758	0.571768	1.220605
STRG.8	-	SM_V10_1	.	238900	239477	4.926805	0.398626	0.850983
STRG.9	-	SM_V10_1	+	261046	277059	0.112393	0.009094	0.019413
STRG.10	-	SM_V10_1	-	283693	285215	9.392122	0.943096	2.013313
STRG.11	-	SM_V10_1	.	394215	400498	95.069611	7.692043	16.420900
STRG.12	-	SM_V10_1	-	405231	411030	2.088571	0.168986	0.360749
STRG.13	-	SM_V10_1	+	463606	468849	1.575470	0.256937	0.548506
STRG.14	-	SM_V10_1	.	466039	468151	28.848198	2.334096	4.982806
STRG.15	-	SM_V10_1	.	475803	482191	96.524414	7.809751	16.672182
STRG.16	-	SM_V10_1	.	488537	490879	14.068767	1.138298	2.430028
STRG.17	-	SM_V10_1	.	503297	503953	5.406328	0.437424	0.933808
STRG.18	-	SM_V10_1	+	618111	623620	2.158424	0.174637	0.372814
STRG.19	-	SM_V10_1	+	624516	625952	4.033974	0.326387	0.696768
STRG.20	-	SM_V10_1	+	738870	742215	0.021970	0.001778	0.003795
STRG.21	-	SM_V10_1	.	770791	771128	13.283154	1.074735	2.294333
STRG.22	-	SM_V10_1	.	780475	781587	5.652752	0.457362	0.976372
STRG.23	-	SM_V10_1	.	807031	807509	21.153997	1.711561	3.653825
STRG.24	-	SM_V10_1	-	1214223	1214783	2.459922	0.199031	0.424890
STRG.25	-	SM_V10_1	+	1232303	1270111	37.980709	6.830716	14.582146
STRG.26	-	SM_V10_1	.	1283909	1285882	26.268917	2.125423	4.537334
STRG.27	-	SM_V10_1	.	1324402	1326695	7.838546	0.634230	1.353947
STRG.28	-	SM_V10_1	+	1350886	1355533	2.876859	0.232765	0.496906
STRG.29	-	SM_V10_1	-	1437906	1467790	97.275604	15.537910	33.170181
STRG.30	-	SM_V10_1	.	1477658	1479460	57.897701	4.684500	10.000426
STRG.31	-	SM_V10_1	+	1482194	1483078	22.168808	1.793674	3.829118
STRG.32	-	SM_V10_1	+	1484192	1488792	16.907162	1.367957	2.920300
STRG.33	-	SM_V10_1	.	1505978	1506659	8.319039	0.673111	1.436951
STRG.34	-	SM_V10_1	.	1556635	1559831	53.912941	4.362095	9.312158
STRG.35	-	SM_V10_1	.	1595457	1595687	8.188418	0.662543	1.414389
STRG.36	-	SM_V10_1	.	1654559	1654906	7.602918	0.615170	1.313259
STRG.37	-	SM_V10_1	.	1665764	1666491	6.373916	0.515732	1.100979
STRG.38	-	SM_V10_1	.	1667537	1667857	5.926908	0.479565	1.023770
STRG.39	-	SM_V10_1	.	1676763	1677653	16.510544	1.335882	2.851829
STRG.40	-	SM_V10_1	.	1696312	1696688	6.953611	0.562635	1.201107
STRG.41	-	SM_V10_1	.	1750997	1751680	47.026001	3.804876	8.122612
STRG.42	-	SM_V10_1	.	1756269	1761275	100.505486	8.131880	17.359858
STRG.43	-	SM_V10_1	.	1934894	1935989	4.995646	0.404216	0.862917
STRG.44	-	SM_V10_1	+	2040271	2042090	0.969208	0.078423	0.167417
STRG.45	-	SM_V10_1	-	2060458	2061423	43.085270	3.486028	7.441938
STRG.46	-	SM_V10_1	.	2062017	2062312	9.073938	0.734190	1.567341
STRG.47	-	SM_V10_1	.	2144194	2147658	9.324596	0.757015	1.616069
STRG.48	-	SM_V10_1	-	2169363	2175657	1056.223755	85.458656	182.436310
STRG.49	-	SM_V10_1	+	2193625	2196737	4007.852783	341.751129	729.567078
STRG.50	-	SM_V10_1	-	2207832	2223287	5.894733	4.524832	9.659568
STRG.51	-	SM_V10_1	+	2223386	2268742	222.368347	18.839115	40.217564
