Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Smp_329140	-	SM_V10_1	-	68427	68783	0.000004	0.000000	0.000001
Smp_315690	-	SM_V10_1	-	83503	131262	2.988872	0.300878	0.686927
Smp_317470	-	SM_V10_1	+	216287	251096	1.686731	0.366643	0.837075
Smp_318880	-	SM_V10_1	+	261046	277059	0.069103	0.005747	0.013121
Smp_319020	Smp_319020	SM_V10_1	-	284128	285188	0.986038	0.082005	0.187223
Smp_349630	Smp_349630	SM_V10_1	-	404133	411056	0.536359	0.044607	0.101841
Smp_349560	Smp_349560	SM_V10_1	+	462919	472249	0.232701	0.019353	0.044184
Smp_179970	Smp_179970	SM_V10_1	+	617998	625946	8.226568	0.684168	1.562010
Smp_173350	Smp_173350	SM_V10_1	+	705699	713638	0.446984	0.037174	0.084871
Smp_317840	-	SM_V10_1	+	738870	742215	0.000001	0.000000	0.000000
Smp_165590	-	SM_V10_1	-	1046763	1049597	0.368472	0.030644	0.069963
Smp_165600	-	SM_V10_1	-	1095654	1099463	0.039504	0.003285	0.007501
Smp_319240	-	SM_V10_1	-	1210372	1214751	1.664316	0.138414	0.316010
Smp_319340	-	SM_V10_1	+	1237156	1270054	30.010172	2.545111	5.810689
Smp_350240	Smp_350240	SM_V10_1	+	1348402	1355721	2.012700	0.167388	0.382159
Smp_243170	Smp_243170	SM_V10_1	-	1437906	1467383	176.002579	14.637376	33.418282
Smp_199340	Smp_199340	SM_V10_1	+	1476492	1488843	15.694293	1.305227	2.979935
Smp_180260	-	SM_V10_1	-	1770887	1791588	0.236161	0.019640	0.044841
Smp_311250	-	SM_V10_1	+	1806072	1815504	0.083784	0.006968	0.015908
Smp_349570	Smp_349570	SM_V10_1	+	1919469	1927421	0.000040	0.000003	0.000008
Smp_242000	-	SM_V10_1	+	2036589	2036723	0.000040	0.000003	0.000008
Smp_078490	-	SM_V10_1	+	2040271	2042090	0.207288	0.017239	0.039359
Smp_164480	-	SM_V10_1	-	2060458	2061423	31.412748	2.612463	5.964459
Smp_350510	Smp_350510	SM_V10_1	+	2096696	2105037	0.000041	0.000003	0.000008
Smp_201260	Smp_201260	SM_V10_1	+	2099947	2100222	0.000041	0.000003	0.000008
Smp_099150	-	SM_V10_1	-	2169363	2175657	990.102600	82.342560	187.994537
Smp_099160	-	SM_V10_1	+	2193641	2196693	4377.229492	364.035278	831.121155
Smp_099210	-	SM_V10_1	-	2207872	2223287	6.553452	0.545022	1.244329
Smp_176600	-	SM_V10_1	+	2223386	2268742	271.857849	22.609243	51.618683
Smp_099170	-	SM_V10_1	-	2275135	2281557	77.448425	6.441051	14.705426
Smp_346460	-	SM_V10_1	+	2294481	2349075	176.626968	14.689303	33.536835
Smp_099240	Smp_099240	SM_V10_1	-	2352717	2361070	400.459198	33.304462	76.036705
Smp_176620	Smp_176620	SM_V10_1	-	2362102	2381272	269.483368	22.411768	51.167828
Smp_176630	Smp_176630	SM_V10_1	+	2395971	2419785	184.641159	15.355808	35.058517
