Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.1	-	SM_V10_1	.	38794	39398	13.427927	3.481824	6.481592
STRG.2	-	SM_V10_1	.	39669	41622	6.358650	1.648780	3.069288
STRG.3	-	SM_V10_1	.	42238	45975	4.986356	1.292948	2.406889
STRG.4	-	SM_V10_1	.	46243	46731	8.063395	2.090816	3.892159
Smp_329140	-	SM_V10_1	-	68427	68783	0.012005	0.003113	0.005795
Smp_315690	-	SM_V10_1	-	83503	131262	46.396725	13.280125	24.721624
Smp_317470	-	SM_V10_1	+	216287	251096	32.852322	20.110825	37.437325
Smp_318880	-	SM_V10_1	+	261046	277059	0.033007	0.008572	0.015957
Smp_319020	Smp_319020	SM_V10_1	-	284128	285188	0.000000	0.000000	0.000000
Smp_349630	Smp_349630	SM_V10_1	-	404133	411056	539.593140	139.917236	260.463043
Smp_349560	Smp_349560	SM_V10_1	+	462919	472249	344.635223	89.362953	166.353668
Smp_179970	Smp_179970	SM_V10_1	+	617998	625946	68.702782	17.814442	33.162487
Smp_173350	Smp_173350	SM_V10_1	+	705699	713638	1545.502563	400.744934	746.006958
Smp_317840	-	SM_V10_1	+	738870	742215	1.141098	0.295884	0.550802
Smp_165590	-	SM_V10_1	-	1046763	1049597	3042.256836	788.848816	1468.482056
Smp_165600	-	SM_V10_1	-	1095654	1099463	17.067631	4.425589	8.238458
Smp_319240	-	SM_V10_1	-	1210372	1214751	0.178194	0.046205	0.086013
Smp_319340	-	SM_V10_1	+	1237156	1270054	4.657948	1.223852	2.278264
Smp_350240	Smp_350240	SM_V10_1	+	1348402	1355721	228.892883	59.351921	110.486610
Smp_243170	Smp_243170	SM_V10_1	-	1437906	1467383	18.056183	4.681918	8.715627
Smp_199340	Smp_199340	SM_V10_1	+	1476492	1488843	7.017144	1.819526	3.387140
Smp_180260	-	SM_V10_1	-	1770887	1791588	0.004681	0.001214	0.002259
Smp_311250	-	SM_V10_1	+	1806072	1815504	0.000211	0.000055	0.000102
Smp_349570	Smp_349570	SM_V10_1	+	1919469	1927421	12.080075	3.132330	5.830991
Smp_242000	-	SM_V10_1	+	2036589	2036723	0.000213	0.000055	0.000103
Smp_078490	-	SM_V10_1	+	2040271	2042090	138.939621	36.026653	67.065445
Smp_164480	-	SM_V10_1	-	2060458	2061423	16.720678	4.337839	8.075108
Smp_350510	Smp_350510	SM_V10_1	+	2096696	2105037	49.636063	12.870492	23.959076
