Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Smp_329140	-	SM_V10_1	-	68427	68783	0.460784	0.089325	0.163727
Smp_315690	-	SM_V10_1	-	83503	131262	0.030836	0.005978	0.010957
Smp_317470	-	SM_V10_1	+	216287	251096	0.019699	0.003819	0.006999
Smp_318880	-	SM_V10_1	+	261046	277059	0.093975	0.018218	0.033391
Smp_319020	Smp_319020	SM_V10_1	-	284128	285188	0.055251	0.010711	0.019632
Smp_349630	Smp_349630	SM_V10_1	-	404133	411056	0.000057	0.000011	0.000020
Smp_349560	Smp_349560	SM_V10_1	+	462919	472249	0.000024	0.000005	0.000009
Smp_179970	Smp_179970	SM_V10_1	+	617998	625946	1.801328	0.349197	0.640052
Smp_173350	Smp_173350	SM_V10_1	+	705699	713638	300.978790	58.346386	106.944527
Smp_317840	-	SM_V10_1	+	738870	742215	0.000427	0.000083	0.000152
Smp_165590	-	SM_V10_1	-	1046763	1049597	0.000000	0.000000	0.000000
Smp_165600	-	SM_V10_1	-	1095654	1099463	0.000000	0.000000	0.000000
Smp_319240	-	SM_V10_1	-	1210372	1214751	0.402970	0.078118	0.143184
Smp_319340	-	SM_V10_1	+	1237156	1270054	10.949035	2.152205	3.944831
Smp_350240	Smp_350240	SM_V10_1	+	1348402	1355721	0.367262	0.071196	0.130496
Smp_243170	Smp_243170	SM_V10_1	-	1437906	1467383	73.939720	14.333617	26.272442
Smp_199340	Smp_199340	SM_V10_1	+	1476492	1488843	4.942666	0.958163	1.756240
Smp_180260	-	SM_V10_1	-	1770887	1791588	0.025551	0.004953	0.009079
Smp_311250	-	SM_V10_1	+	1806072	1815504	0.087535	0.016969	0.031103
Smp_349570	Smp_349570	SM_V10_1	+	1919469	1927421	0.000531	0.000103	0.000189
Smp_242000	-	SM_V10_1	+	2036589	2036723	0.000533	0.000103	0.000189
Smp_078490	-	SM_V10_1	+	2040271	2042090	0.000533	0.000103	0.000189
Smp_164480	-	SM_V10_1	-	2060458	2061423	3.808635	0.738407	1.353445
Smp_350510	Smp_350510	SM_V10_1	+	2096696	2105037	0.000534	0.000104	0.000190
Smp_201260	Smp_201260	SM_V10_1	+	2099947	2100222	0.000534	0.000104	0.000190
Smp_099150	-	SM_V10_1	-	2169363	2175657	3162.432861	613.054932	1123.683472
Smp_099160	-	SM_V10_1	+	2193641	2196693	1358.769287	263.404816	482.801208
Smp_099210	-	SM_V10_1	-	2207872	2223287	0.325246	0.063146	0.115741
Smp_176600	-	SM_V10_1	+	2223386	2268742	82.236763	15.942043	29.220566
Smp_099170	-	SM_V10_1	-	2275135	2281557	46.103069	8.937331	16.381456
Smp_346460	-	SM_V10_1	+	2294481	2349075	7.412430	1.436940	2.633803
Smp_099240	Smp_099240	SM_V10_1	-	2352717	2361070	46.431919	9.001081	16.498304
Smp_176620	Smp_176620	SM_V10_1	-	2362102	2381272	78.766830	15.269380	27.987623
Smp_176630	Smp_176630	SM_V10_1	+	2395971	2419785	51.245667	9.934252	18.208736
Smp_176640	-	SM_V10_1	+	2428451	2436071	27.617031	5.353712	9.812951
Smp_176650	Smp_176650	SM_V10_1	+	2458078	2499672	86.494789	16.767487	30.733541
