Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.1	-	SM_V10_1	.	15013	15673	12.359695	1.017502	1.875460
STRG.2	-	SM_V10_1	.	18761	19296	9.683053	0.797149	1.469307
Smp_329140	-	SM_V10_1	-	68427	68783	7.396359	0.608899	1.122324
Smp_315690	-	SM_V10_1	-	83503	131262	70.597801	6.487399	11.957583
Smp_317470	-	SM_V10_1	+	216287	251096	46.633278	9.173233	16.908115
Smp_318880	-	SM_V10_1	+	261046	277059	0.604855	0.049806	0.091803
Smp_319020	Smp_319020	SM_V10_1	-	284128	285188	0.907463	0.074706	0.137698
Smp_349630	Smp_349630	SM_V10_1	-	404133	411056	6120.112305	503.919220	928.824585
Smp_349560	Smp_349560	SM_V10_1	+	462919	472249	4557.645996	375.204346	691.577148
Smp_179970	Smp_179970	SM_V10_1	+	617998	625946	2086.733154	171.788559	316.640900
Smp_173350	Smp_173350	SM_V10_1	+	705699	713638	15801.989258	1300.885498	2397.793945
Smp_317840	-	SM_V10_1	+	738870	742215	0.000000	0.000000	0.000000
Smp_165590	-	SM_V10_1	-	1046763	1049597	9.715053	0.799784	1.474162
Smp_165600	-	SM_V10_1	-	1095654	1099463	0.460013	0.037870	0.069802
Smp_319240	-	SM_V10_1	-	1210372	1214751	2.279925	0.187693	0.345956
Smp_319340	-	SM_V10_1	+	1237156	1270054	27.219391	2.272305	4.188317
Smp_350240	Smp_350240	SM_V10_1	+	1348402	1355721	7424.268555	611.196655	1126.558594
Smp_243170	Smp_243170	SM_V10_1	-	1437906	1467383	106.292336	8.750428	16.128801
Smp_199340	Smp_199340	SM_V10_1	+	1476492	1488843	31.215309	2.569774	4.736611
Smp_180260	-	SM_V10_1	-	1770887	1791588	0.212238	0.017472	0.032205
Smp_311250	-	SM_V10_1	+	1806072	1815504	1.720065	0.141609	0.261015
Smp_349570	Smp_349570	SM_V10_1	+	1919469	1927421	644.111633	53.025951	97.737503
Smp_242000	-	SM_V10_1	+	2036589	2036723	0.005068	0.000417	0.000769
Smp_078490	-	SM_V10_1	+	2040271	2042090	34.283382	2.822351	5.202161
Smp_164480	-	SM_V10_1	-	2060458	2061423	65.680641	5.407666	9.967417
Smp_350510	Smp_350510	SM_V10_1	+	2096696	2105037	2748.238525	226.246429	417.017761
Smp_201260	Smp_201260	SM_V10_1	+	2099947	2100222	17.376751	1.430531	2.636758
Smp_099150	-	SM_V10_1	-	2169363	2175657	1767.170898	145.480865	268.150543
Smp_099160	-	SM_V10_1	+	2193641	2196693	2564.949707	211.157333	389.205505
Smp_099210	-	SM_V10_1	-	2207872	2223287	1.901591	0.156547	0.288547
Smp_176600	-	SM_V10_1	+	2223386	2268742	340.968842	28.069975	51.738617
Smp_099170	-	SM_V10_1	-	2275135	2281557	96.137192	7.914413	14.587858
Smp_346460	-	SM_V10_1	+	2294481	2349075	54.706360	4.503655	8.301144
Smp_099240	Smp_099240	SM_V10_1	-	2352717	2361070	149.996933	12.348370	22.760532
Smp_176620	Smp_176620	SM_V10_1	-	2362102	2381272	261.244232	21.506712	39.641205
Smp_176630	Smp_176630	SM_V10_1	+	2395971	2419785	152.638412	12.565828	23.161354
Smp_176640	-	SM_V10_1	+	2428451	2436071	91.765106	7.554486	13.924439
Smp_176650	Smp_176650	SM_V10_1	+	2458078	2499672	184.657211	15.201750	28.019888
Smp_346470	Smp_346470	SM_V10_1	-	2503018	2512154	424.132904	34.916737	64.358582
Smp_099300	-	SM_V10_1	+	2538098	2540123	354.701538	29.200506	53.822414
Smp_099310	-	SM_V10_1	-	2541673	2578474	228.505646	18.815573	34.680889
Smp_099320	-	SM_V10_1	+	2584928	2589579	1468.193481	120.871025	222.789658
Smp_305350	Smp_305350	SM_V10_1	-	2589775	2661626	69.338974	5.708272	10.521497
Smp_176700	-	SM_V10_1	+	2733118	2733734	77.439903	6.375175	11.750731
Smp_323110	-	SM_V10_1	+	2742388	2743153	0.607038	0.049974	0.092112
Smp_336800	-	SM_V10_1	+	2766745	2834261	80.049637	6.590020	12.146734
Smp_087760	Smp_087760	SM_V10_1	-	2838392	2839954	5983.605957	492.596008	907.953613
Smp_306370	Smp_306370	SM_V10_1	-	2859388	2951117	160.698105	13.229337	24.384333
Smp_337450	-	SM_V10_1	+	3087513	3093760	0.003729	0.000307	0.000566
Smp_176760	Smp_176760	SM_V10_1	-	3155466	3167640	388.364838	31.971807	58.930485
Smp_241980	Smp_241980	SM_V10_1	+	3177719	3308862	29.415766	2.421628	4.463549
Smp_176780	Smp_176780	SM_V10_1	-	3311286	3359141	244.493591	20.127729	37.099461
Smp_341680	-	SM_V10_1	+	3371808	3380218	213.580795	17.582861	32.408756
Smp_099570	-	SM_V10_1	-	3380279	3384824	536.163391	44.173397	81.420471
Smp_346480	-	SM_V10_1	+	3402468	3456395	168.477859	13.869798	25.564831
Smp_241990	Smp_241990	SM_V10_1	-	3460003	3465963	9.095152	0.749353	1.381209
Smp_345330	Smp_345330	SM_V10_1	+	3474618	3517486	79.308235	6.528985	12.034233
Smp_085010	Smp_085010	SM_V10_1	+	3593248	3601272	1.193268	0.098235	0.181066
Smp_168290	Smp_168290	SM_V10_1	+	3609310	3609645	2.304135	0.189686	0.349629
Smp_345790	Smp_345790	SM_V10_1	+	3632838	3639272	0.217370	0.017895	0.032984
Smp_103610	Smp_103610	SM_V10_1	-	3735826	3738545	0.194666	0.016026	0.029539
Smp_179960	Smp_179960	SM_V10_1	+	3755434	3755719	0.003540	0.000291	0.000537
Smp_333870	Smp_333870	SM_V10_1	+	3756269	3758636	0.214464	0.017656	0.032543
Smp_333930	Smp_333930	SM_V10_1	-	3777641	3779938	1.193656	0.098267	0.181125
Smp_333220	Smp_333220	SM_V10_1	-	3794812	3796404	0.273822	0.022542	0.041550
Smp_334070	Smp_334070	SM_V10_1	-	3807234	3807464	0.133734	0.011597	0.021375
Smp_334240	Smp_334240	SM_V10_1	-	3831754	3834036	4.365154	0.359960	0.663479
Smp_067060	Smp_067060	SM_V10_1	-	3896819	3899577	0.338835	0.027894	0.051415
Smp_344940	-	SM_V10_1	+	3951341	3954669	0.197599	0.016267	0.029984
Smp_067090	-	SM_V10_1	-	3957512	3964977	48.257755	9.565888	17.631861
Smp_158430	Smp_158430	SM_V10_1	-	3973642	3998267	203.570374	16.758760	30.889771
Smp_158440	-	SM_V10_1	-	4013009	4027327	752.167297	64.080490	118.113251
Smp_200460	-	SM_V10_1	-	4030097	4049167	5.436024	0.447516	0.824862
Smp_173020	Smp_173020	SM_V10_1	-	4065098	4098671	53.537231	4.407408	8.123741
Smp_092950	Smp_092950	SM_V10_1	-	4105302	4160070	111.264862	9.159786	16.883331
Smp_326440	-	SM_V10_1	+	4158457	4161586	14.058713	1.157372	2.133269
Smp_092930	-	SM_V10_1	+	4167888	4177847	206.323059	16.985374	31.307465
Smp_244890	Smp_244890	SM_V10_1	+	4204724	4233186	6.625544	0.545442	1.005360
Smp_244880	-	SM_V10_1	+	4246147	4252859	8.956610	0.737345	1.359076
Smp_160410	Smp_160410	SM_V10_1	-	4265476	4275954	173.416595	14.276376	26.314236
Smp_347660	-	SM_V10_1	+	4278988	4293591	938.194885	77.236107	142.361694
Smp_306440	Smp_306440	SM_V10_1	-	4296858	4341423	168.646225	13.883659	25.590380
Smp_328690	-	SM_V10_1	+	4345568	4390603	12.579119	1.035565	1.908756
Smp_213650	Smp_213650	SM_V10_1	+	4401689	4404516	337.506592	27.784946	51.213253
Smp_213640	Smp_213640	SM_V10_1	+	4406136	4413416	206.104950	16.967419	31.274368
Smp_160460	-	SM_V10_1	-	4415923	4525434	66.121956	5.443435	10.033346
Smp_244700	-	SM_V10_1	-	4542619	4661754	105.334900	8.689408	16.016331
Smp_070540	-	SM_V10_1	-	4671538	4694704	0.221245	0.018214	0.033572
Smp_160490	-	SM_V10_1	+	4707828	4769172	10.676479	0.878932	1.620049
Smp_244670	-	SM_V10_1	-	4773949	4794254	2.823513	0.232443	0.428440
Smp_313840	Smp_313840	SM_V10_1	-	4799836	4842353	134.617279	11.082254	20.426826
Smp_164190	Smp_164190	SM_V10_1	+	4864989	4885453	33.456612	2.754287	5.076706
Smp_164180	Smp_164180	SM_V10_1	-	4895001	4913776	5.112383	0.420873	0.775753
Smp_330320	-	SM_V10_1	-	4925035	4925904	0.680121	0.056587	0.104300
Smp_164200	Smp_164200	SM_V10_1	-	4951712	4970854	859.734070	70.777489	130.457169
Smp_077980	Smp_077980	SM_V10_1	+	4991003	5000630	23.542938	1.938923	3.573825
Smp_164210	-	SM_V10_1	+	5019403	5044444	543.469604	44.740677	82.466087
Smp_168930	-	SM_V10_1	+	5046044	5066376	174.555328	14.370121	26.487026
Smp_114430	Smp_114430	SM_V10_1	+	5081889	5089326	20.204241	1.663297	3.065792
