Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.1	-	SM_V10_1	.	15025	15590	9.111159	0.769682	1.716216
STRG.2	-	SM_V10_1	.	18945	19296	7.896776	0.667095	1.487470
STRG.3	-	SM_V10_1	.	23954	24354	6.080044	0.513623	1.145263
STRG.4	-	SM_V10_1	.	52134	52655	16.099489	1.360034	3.032568
Smp_329140	-	SM_V10_1	-	68427	68783	0.000000	0.000000	0.000000
Smp_315690	-	SM_V10_1	-	83503	131262	3.040700	0.265791	0.592654
Smp_317470	-	SM_V10_1	+	216287	251096	1.807182	0.393083	0.876486
Smp_318880	-	SM_V10_1	+	261046	277059	0.079697	0.006733	0.015012
Smp_319020	Smp_319020	SM_V10_1	-	284128	285188	9.022685	0.762208	1.699552
Smp_349630	Smp_349630	SM_V10_1	-	404133	411056	0.409678	0.034608	0.077169
Smp_349560	Smp_349560	SM_V10_1	+	462919	472249	0.609752	0.051510	0.114855
Smp_179970	Smp_179970	SM_V10_1	+	617998	625946	3.597311	0.303889	0.677605
Smp_173350	Smp_173350	SM_V10_1	+	705699	713638	0.004299	0.000363	0.000810
Smp_317840	-	SM_V10_1	+	738870	742215	0.027270	0.002304	0.005137
STRG.5	-	SM_V10_1	-	83503	131262	1.424984	0.513384	1.144731
STRG.6	-	SM_V10_1	.	186360	189033	5.770207	0.487449	1.086900
STRG.7	-	SM_V10_1	+	216287	251096	2.386273	0.388040	0.865242
STRG.8	-	SM_V10_1	+	261046	277059	0.079697	0.006733	0.015012
STRG.9	-	SM_V10_1	-	284128	285188	9.022685	0.762208	1.699552
STRG.10	-	SM_V10_1	.	394268	400498	84.073586	7.102270	15.836455
STRG.11	-	SM_V10_1	-	404434	406687	1.308907	0.110573	0.246552
STRG.12	-	SM_V10_1	.	466022	468262	28.476259	2.405584	5.363908
STRG.13	-	SM_V10_1	+	470800	471984	2.645740	0.223504	0.498363
STRG.14	-	SM_V10_1	.	475803	482034	84.765915	7.160756	15.966865
STRG.15	-	SM_V10_1	.	495932	499092	36.743870	3.104006	6.921230
STRG.16	-	SM_V10_1	.	513775	516935	31.649208	2.673625	5.961579
STRG.17	-	SM_V10_1	+	618473	625955	4.294214	0.402560	0.897618
